"ENT","CON","TOT_PER","TOT_HOM","P1_3_H1","P1_3_H2","P1_3_H3","P1_3_H4","P1_3_H5","P1_3_H6","P1_3_H7","P1_3_H8","P1_3_H9","P1_3_H10","P1_3_H11","TOT_MUJ","P1_3_M1","P1_3_M2","P1_3_M3","P1_3_M4","P1_3_M5","P1_3_M6","P1_3_M7","P1_3_M8","P1_3_M9","P1_3_M10","P1_3_M11","P1_3_M12","P1_3_M13","P2_1_1","P2_1_2","P2_1_3","P2_1_4","P2_1_5","P2_1_6","P2_2","P4_1_1","P4_1_2","P4_1_3","P4_1_4","P4_1_5","P4_1_6","P4_1_7","P4_1_8","P4_2_1","P4_2_2","P4_2_3","P4_2_4","P4_2_5","P4_2_6","P4_2_7","P4_2_8","P4_2_9","P4_2_10","P4_3_1","P4_3_2","P4_3_3","P4_3_4","P4_3_5","P4_3_6","P4_3_7","P4_3_8","P4_3_9","FACTOR"
"14","14E11927","04","02","53","28","","","","","","","","","","02","33","53","","","","","","","","","","","","2","2","2","1","2","2","01","","","","","","","","","","","","","","","","","","","","","","","","","","","",16279
"14","14E11929","02","00","","","","","","","","","","","","02","46","13","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","2","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0",19979
"14","14E12054","03","01","16","","","","","","","","","","","02","10","68","","","","","","","","","","","","2","2","1","2","1","1","","2","2","2","1","2","2","2","2","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0",13209
"14","14E12094","03","02","07","35","","","","","","","","","","01","39","","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0",18873
"14","14E12145","03","02","35","67","","","","","","","","","","01","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17224
"14","14E12146","03","02","24","52","","","","","","","","","","01","46","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14951
"14","14E12192","02","01","45","","","","","","","","","","","01","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18936
"14","14E12204","06","03","08","38","05","","","","","","","","","03","37","11","16","","","","","","","","","","","1","2","1","1","1","1","","1","2","1","1","1","1","2","2","0","0","0","0","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0",10732
"14","14E12207","05","01","54","","","","","","","","","","","04","19","21","46","65","","","","","","","","","","2","1","1","2","1","1","","2","1","2","2","2","2","2","2","0","1","0","0","0","0","1","0","0","0","1","1","1","0","1","0","0","0","0",9128
"14","14E12290","04","02","23","32","","","","","","","","","","02","51","28","","","","","","","","","","","","2","2","2","1","1","2","01","","","","","","","","","","","","","","","","","","","","","","","","","","","",16915
"14","14E12305","03","01","50","","","","","","","","","","","02","43","06","","","","","","","","","","","","1","1","1","1","1","1","","1","1","1","2","2","1","2","2","0","0","0","0","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0",17897
"14","14E12306","04","03","21","33","29","","","","","","","","","01","55","","","","","","","","","","","","","1","2","1","1","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0",10036
"14","14E12333","03","02","30","19","","","","","","","","","","01","29","","","","","","","","","","","","","1","1","1","1","1","1","","2","2","2","2","2","2","2","2","0","1","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","0","0",11034
"14","14E12379","09","04","26","28","68","24","","","","","","","","05","08","11","63","30","12","","","","","","","","","2","1","2","1","1","1","","2","2","2","1","2","2","2","2","1","1","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0",7156
"14","14E12392","06","03","30","13","07","","","","","","","","","03","61","30","15","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","1","2","2","2","2","1","1","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0",14992
"14","14E12394","02","01","47","","","","","","","","","","","01","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18936
"14","14E12500","04","02","01","31","","","","","","","","","","02","03","29","","","","","","","","","","","","2","1","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14901
"14","14E12509","04","02","29","60","","","","","","","","","","02","33","14","","","","","","","","","","","","2","1","1","1","1","1","","2","1","2","2","2","2","2","2","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","1","0",14347
"14","14E12580","05","03","25","64","30","","","","","","","","","02","37","55","","","","","","","","","","","","1","1","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0",12369
"14","14E12610","03","02","14","68","","","","","","","","","","01","67","","","","","","","","","","","","","1","2","2","2","1","1","","2","1","2","2","2","2","2","2","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0",18173
"14","14E12631","03","01","19","","","","","","","","","","","02","39","22","","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","2","2","2","2","2","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0",9382
"14","14E12695","05","03","44","19","15","","","","","","","","","02","49","20","","","","","","","","","","","","1","2","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0",11530
"14","14E12717","02","01","25","","","","","","","","","","","01","22","","","","","","","","","","","","","2","2","2","2","1","2","06","","","","","","","","","","","","","","","","","","","","","","","","","","","",10314
"14","14E12735","01","01","80","","","","","","","","","","","00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20819
"14","14E12748","02","01","23","","","","","","","","","","","01","54","","","","","","","","","","","","","2","2","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13975
"14","14E12768","05","03","06","30","64","","","","","","","","","02","24","64","","","","","","","","","","","","2","2","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1",10928
"14","14E12861","04","03","04","06","30","","","","","","","","","01","27","","","","","","","","","","","","","2","2","1","2","1","2","01","2","2","2","1","2","2","2","2","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0",12484
"14","14E12941","05","03","05","16","47","","","","","","","","","02","20","37","","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","1","2","2","2","2","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",11530
"14","14E12949","04","02","14","54","","","","","","","","","","02","50","16","","","","","","","","","","","","2","1","2","2","1","1","","2","1","2","1","2","2","2","2","0","1","0","0","1","0","0","1","0","0","1","1","1","0","0","0","1","0","0",12199
"14","14E13072","03","02","57","32","","","","","","","","","","01","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17224
"14","14E13098","07","05","26","10","08","04","05","","","","","","","02","03","24","","","","","","","","","","","","1","1","1","1","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1",11347
"14","14E13167","04","03","06","10","28","","","","","","","","","01","27","","","","","","","","","","","","","2","2","1","2","1","1","","1","2","2","2","2","2","2","2","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0",18830
"14","14E13184","04","02","29","65","","","","","","","","","","02","56","63","","","","","","","","","","","","2","2","1","2","1","2","06","","","","","","","","","","","","","","","","","","","","","","","","","","","",11562
"14","14E13191","05","01","65","","","","","","","","","","","04","58","32","27","13","","","","","","","","","","2","1","1","2","1","1","","2","2","2","1","2","1","2","2","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0",13050
"14","14E13194","04","02","48","20","","","","","","","","","","02","51","15","","","","","","","","","","","","1","2","1","2","2","1","","2","2","2","2","2","2","2","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0",12199
"14","14E13197","01","01","30","","","","","","","","","","","00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20819
"14","14E13204","04","03","23","59","22","","","","","","","","","01","39","","","","","","","","","","","","","1","1","1","1","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1",10036
"14","14E13254","03","01","45","","","","","","","","","","","02","28","34","","","","","","","","","","","","2","1","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14951
"14","14E13268","03","01","64","","","","","","","","","","","02","20","61","","","","","","","","","","","","1","2","1","2","1","1","","2","2","2","1","2","2","2","2","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0",12712
"14","14E13269","04","01","21","","","","","","","","","","","03","07","46","74","","","","","","","","","","","2","2","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","1","0","0",16915
"14","14E13278","06","03","17","40","23","","","","","","","","","03","50","25","19","","","","","","","","","","","2","2","2","2","1","1","","2","2","2","2","2","2","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",7859
"14","14E13282","06","03","05","27","42","","","","","","","","","03","20","25","42","","","","","","","","","","","2","2","2","2","1","1","","2","2","2","1","2","2","2","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",9454
"14","14E13333","04","02","46","11","","","","","","","","","","02","45","13","","","","","","","","","","","","1","1","1","1","1","1","","2","2","2","2","2","2","2","2","1","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0",16915
"14","14E13384","05","02","38","68","","","","","","","","","","03","59","06","20","","","","","","","","","","","2","2","2","2","1","1","","2","2","2","2","2","1","2","2","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0",15386
"14","14E13388","06","01","73","","","","","","","","","","","05","15","68","65","09","38","","","","","","","","","1","2","1","1","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",9939
"14","14E13444","05","02","16","40","","","","","","","","","","03","18","14","40","","","","","","","","","","","1","1","2","2","1","1","","1","1","2","2","2","2","2","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0",11707
"14","14E13458","06","02","16","34","","","","","","","","","","04","12","35","18","15","","","","","","","","","","2","1","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0",11064
"14","14E13496","05","02","17","15","","","","","","","","","","03","19","01","36","","","","","","","","","","","2","2","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0",11707
"14","14E13611","03","01","60","","","","","","","","","","","02","82","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17224
"14","14E13736","03","02","05","30","","","","","","","","","","01","24","","","","","","","","","","","","","2","2","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0",18883
"14","14E13811","06","05","31","50","30","25","26","","","","","","","01","49","","","","","","","","","","","","","2","2","2","2","1","2","02","","","","","","","","","","","","","","","","","","","","","","","","","","","",13994
"14","14E13819","05","02","12","50","","","","","","","","","","03","55","09","05","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","1","2","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0",15987
"14","14E13845","06","04","64","25","00","05","","","","","","","","02","65","28","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","2","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",12334
"14","14E13849","04","03","02","09","11","","","","","","","","","01","40","","","","","","","","","","","","","2","2","2","2","1","1","","2","2","2","2","2","2","1","2","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",16915
"14","14E13863","04","02","41","22","","","","","","","","","","02","41","17","","","","","","","","","","","","2","2","2","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0",8533
"14","14E13874","08","04","75","48","14","07","","","","","","","","04","65","35","09","16","","","","","","","","","","2","2","1","2","1","1","","1","2","2","1","2","2","2","2","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0",12888
"14","14E13877","04","02","22","41","","","","","","","","","","02","42","17","","","","","","","","","","","","2","2","2","2","1","2","01","","","","","","","","","","","","","","","","","","","","","","","","","","","",8533
"14","14E13910","03","01","32","","","","","","","","","","","02","01","29","","","","","","","","","","","","1","2","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14951
"14","14E13925","07","06","12","05","04","46","13","11","","","","","","01","35","","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","1","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0",14501
"14","14E13933","03","01","39","","","","","","","","","","","02","18","40","","","","","","","","","","","","2","2","2","2","1","2","01","","","","","","","","","","","","","","","","","","","","","","","","","","","",18173
"14","14E13946","04","01","31","","","","","","","","","","","03","11","30","50","","","","","","","","","","","2","1","2","2","1","1","","1","2","2","2","2","2","2","2","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0",16279
"14","14E14000","04","02","20","13","","","","","","","","","","02","12","40","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","1","2","2","2","2","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0",18121
"14","14E16301","01","00","","","","","","","","","","","","01","69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20819
"14","14E16309","06","03","50","19","13","","","","","","","","","03","12","13","49","","","","","","","","","","","2","1","1","2","1","1","","1","1","2","1","2","2","2","2","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0",11235
"14","14E16337","05","02","62","27","","","","","","","","","","03","16","40","58","","","","","","","","","","","1","2","1","2","2","1","","1","2","2","2","2","2","2","2","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0",9128
"14","14E16353","04","02","53","18","","","","","","","","","","02","17","48","","","","","","","","","","","","1","1","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0",8533
"14","14E16355","02","01","65","","","","","","","","","","","01","73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18936
"14","14E17546","03","00","","","","","","","","","","","","03","86","46","91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17224
"14","14E17562","04","02","62","37","","","","","","","","","","02","37","04","","","","","","","","","","","","2","2","2","2","1","1","","1","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1",16279
"14","14E17576","04","02","15","43","","","","","","","","","","02","46","10","","","","","","","","","","","","1","2","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0",17175
"14","14E17593","03","01","27","","","","","","","","","","","02","30","01","","","","","","","","","","","","2","1","1","2","1","1","","2","1","2","2","2","2","2","2","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0",14951
"14","14E17605","03","02","29","61","","","","","","","","","","01","59","","","","","","","","","","","","","2","2","1","2","1","2","06","","","","","","","","","","","","","","","","","","","","","","","","","","","",18173
"14","14E17607","03","02","62","27","","","","","","","","","","01","58","","","","","","","","","","","","","2","2","1","1","1","2","06","","","","","","","","","","","","","","","","","","","","","","","","","","","",18173
"14","14E17620","01","01","57","","","","","","","","","","","00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20819
"14","14E17630","06","02","30","80","","","","","","","","","","04","20","15","48","24","","","","","","","","","","2","2","1","2","2","2","01","2","2","2","2","2","2","2","2","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0",7448
"14","14E17634","04","03","19","21","22","","","","","","","","","01","40","","","","","","","","","","","","","1","1","1","1","1","1","","2","2","2","2","2","1","2","2","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0",12934
"14","14E17635","03","02","37","45","","","","","","","","","","01","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17224
"14","14E17661","03","01","09","","","","","","","","","","","02","20","50","","","","","","","","","","","","2","2","1","2","1","2","01","2","2","2","1","2","2","2","2","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",18883
"14","14E17664","03","02","17","39","","","","","","","","","","01","40","","","","","","","","","","","","","1","1","1","1","1","1","","2","2","2","2","2","2","2","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",12712
"14","14E17669","02","01","65","","","","","","","","","","","01","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18936
"14","14E17671","03","01","29","","","","","","","","","","","02","00","29","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9382
"14","14E17707","05","03","58","26","18","","","","","","","","","02","59","20","","","","","","","","","","","","2","2","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16736
"14","14E17729","02","01","79","","","","","","","","","","","01","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18936
"14","14E17742","02","01","60","","","","","","","","","","","01","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18936
"14","14E17785","01","01","56","","","","","","","","","","","00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20819
"14","14E17818","06","04","28","23","27","33","","","","","","","","02","30","18","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0",11235
"14","14E17837","02","01","31","","","","","","","","","","","01","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18936
"14","14E17848","04","03","40","59","11","","","","","","","","","01","57","","","","","","","","","","","","","2","2","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",16279
"14","14E17869","02","01","31","","","","","","","","","","","01","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18936
"14","14E17921","03","02","78","73","","","","","","","","","","01","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17224
"14","14E17947","02","01","49","","","","","","","","","","","01","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18936
"14","14E18014","03","02","27","60","","","","","","","","","","01","28","","","","","","","","","","","","","1","2","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12977
"14","14E18018","03","02","01","25","","","","","","","","","","01","26","","","","","","","","","","","","","2","1","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9382
"14","14E18053","05","02","03","32","","","","","","","","","","03","13","11","38","","","","","","","","","","","2","1","2","2","1","1","","1","2","2","1","2","1","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0",17118
"14","14E18093","04","02","50","20","","","","","","","","","","02","45","20","","","","","","","","","","","","2","1","1","1","1","1","","2","2","2","2","2","1","2","2","0","1","0","0","1","0","0","0","0","0","1","1","1","1","0","0","1","0","0",10036
"14","14E18094","06","04","32","05","10","64","","","","","","","","02","30","68","","","","","","","","","","","","2","1","1","1","1","1","","1","2","2","2","2","1","1","2","1","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","1","0","0",13994
"14","14E18103","04","02","20","52","","","","","","","","","","02","48","18","","","","","","","","","","","","1","1","1","1","1","1","","2","2","2","2","2","2","2","2","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0",10036
"14","14E18114","05","02","12","34","","","","","","","","","","03","18","10","34","","","","","","","","","","","1","1","1","1","1","1","","2","2","2","2","2","2","2","2","1","0","0","0","1","0","0","1","0","0","1","1","1","0","0","0","1","0","0",11355
"14","14E18117","02","01","59","","","","","","","","","","","01","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18936
"15","15E10019","06","01","18","","","","","","","","","","","05","26","68","46","11","02","","","","","","","","","2","2","2","2","1","1","","2","2","2","2","2","2","2","2","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",13807
"15","15E10023","05","01","30","","","","","","","","","","","04","08","27","02","62","","","","","","","","","","2","2","1","1","1","1","","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",24852
"15","15E10030","05","01","65","","","","","","","","","","","04","65","04","40","38","","","","","","","","","","2","2","1","2","1","2","09","2","2","2","2","2","2","1","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0",17555
"15","15E10052","04","02","10","47","","","","","","","","","","02","08","47","","","","","","","","","","","","2","1","1","1","1","1","","2","1","2","2","2","1","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0",16926
"15","15E10082","05","02","48","27","","","","","","","","","","03","43","65","25","","","","","","","","","","","2","2","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18586
"15","15E10117","06","03","55","32","08","","","","","","","","","03","54","30","09","","","","","","","","","","","2","2","1","2","1","2","01","2","2","2","2","2","2","2","2","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0",13041
"15","15E10122","05","03","19","40","17","","","","","","","","","02","10","36","","","","","","","","","","","","2","1","1","2","1","1","","2","1","2","2","2","2","2","2","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0",15729
"15","15E10148","05","02","49","28","","","","","","","","","","03","27","19","53","","","","","","","","","","","2","2","1","2","1","2","01","","","","","","","","","","","","","","","","","","","","","","","","","","","",17593
"15","15E10252","07","03","86","48","53","","","","","","","","","04","62","30","25","54","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",22626
"15","15E10290","04","01","56","","","","","","","","","","","03","30","54","14","","","","","","","","","","","2","2","1","1","1","1","","1","2","1","2","2","2","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",33456
"15","15E10365","03","02","54","28","","","","","","","","","","01","58","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18445
"15","15E10477","05","03","19","22","50","","","","","","","","","02","47","27","","","","","","","","","","","","2","2","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",9215
"15","15E10516","04","01","40","","","","","","","","","","","03","43","11","13","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","2","2","2","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0",16926
"15","15E10549","04","03","37","20","17","","","","","","","","","01","50","","","","","","","","","","","","","2","2","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",21175
"15","15E10581","04","02","36","18","","","","","","","","","","02","38","05","","","","","","","","","","","","2","1","1","1","1","1","","2","2","2","2","2","2","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",18931
"15","15E10674","05","02","30","60","","","","","","","","","","03","63","29","01","","","","","","","","","","","2","1","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14211
"15","15E10929","02","01","19","","","","","","","","","","","01","44","","","","","","","","","","","","","2","2","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43422
"15","15E11033","04","03","48","14","12","","","","","","","","","01","49","","","","","","","","","","","","","1","2","1","1","1","1","","1","2","2","1","2","2","2","2","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",28313
"15","15E11084","10","06","01","01","27","25","10","08","","","","","","04","49","25","22","03","","","","","","","","","","2","2","1","2","1","2","01","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",45151
"15","15E11174","06","01","06","","","","","","","","","","","05","52","30","11","10","10","","","","","","","","","2","2","1","2","1","1","","1","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",9340
"15","15E11190","04","03","55","38","28","","","","","","","","","01","55","","","","","","","","","","","","","2","2","1","2","1","2","01","","","","","","","","","","","","","","","","","","","","","","","","","","","",33456
"15","15E11226","02","00","","","","","","","","","","","","02","45","25","","","","","","","","","","","","2","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43422
"15","15E11259","04","02","18","55","","","","","","","","","","02","45","13","","","","","","","","","","","","2","2","1","2","1","1","","2","2","2","1","2","2","2","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",18931
"15","15E11321","04","03","32","20","60","","","","","","","","","01","56","","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",16190
"15","15E11437","06","04","44","17","15","06","","","","","","","","02","41","09","","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","2","2","2","2","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",17475
"15","15E11474","05","04","16","03","19","42","","","","","","","","01","38","","","","","","","","","","","","","2","1","1","2","1","1","","1","1","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0",40365
"15","15E11492","04","02","18","34","","","","","","","","","","02","26","52","","","","","","","","","","","","2","1","2","2","1","1","","2","2","2","2","2","1","2","2","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",15325
"15","15E11514","04","02","08","41","","","","","","","","","","02","14","31","","","","","","","","","","","","1","2","1","1","1","1","","1","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",16926
"15","15E11528","05","03","03","44","42","","","","","","","","","02","15","70","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0",42644
"15","15E11584","02","01","71","","","","","","","","","","","01","73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",30673
"15","15E11665","02","02","21","22","","","","","","","","","","00","","","","","","","","","","","","","","2","1","2","2","1","1","","2","2","2","1","2","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",14395
"15","15E11675","04","02","50","24","","","","","","","","","","02","22","50","","","","","","","","","","","","1","1","1","1","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0",11091
"15","15E11770","04","02","04","34","","","","","","","","","","02","34","06","","","","","","","","","","","","2","2","1","2","1","1","","1","2","2","2","2","1","2","2","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0",16926
"15","15E11776","05","02","87","07","","","","","","","","","","03","72","21","22","","","","","","","","","","","1","2","1","2","1","1","","2","1","2","1","1","2","2","2","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",11384
