"ENT","CON","TOT_PER","TOT_HOM","P1_3_H1","P1_3_H2","P1_3_H3","P1_3_H4","P1_3_H5","P1_3_H6","P1_3_H7","P1_3_H8","P1_3_H9","P1_3_H10","P1_3_H11","TOT_MUJ","P1_3_M1","P1_3_M2","P1_3_M3","P1_3_M4","P1_3_M5","P1_3_M6","P1_3_M7","P1_3_M8","P1_3_M9","P1_3_M10","P1_3_M11","P1_3_M12","P1_3_M13","P2_1_1","P2_1_2","P2_1_3","P2_1_4","P2_1_5","P2_1_6","P2_2","P4_1_1","P4_1_2","P4_1_3","P4_1_4","P4_1_5","P4_1_6","P4_1_7","P4_1_8","P4_2_1","P4_2_2","P4_2_3","P4_2_4","P4_2_5","P4_2_6","P4_2_7","P4_2_8","P4_2_9","P4_2_10","P4_3_1","P4_3_2","P4_3_3","P4_3_4","P4_3_5","P4_3_6","P4_3_7","P4_3_8","P4_3_9","FACTOR"
"04","04E11691","03","02","56","12","","","","","","","","","","01","52","","","","","","","","","","","","","2","2","1","2","1","2","01","2","2","2","1","1","2","2","2","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",1373
"04","04E11752","05","02","42","11","","","","","","","","","","03","41","19","17","","","","","","","","","","","2","1","1","2","1","1","","1","2","2","2","2","1","2","2","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0",946
"04","04E11821","04","02","11","37","","","","","","","","","","02","36","15","","","","","","","","","","","","2","1","1","1","1","1","","1","1","2","1","2","2","2","2","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0",1216
"04","04E11825","05","02","14","75","","","","","","","","","","03","70","44","32","","","","","","","","","","","1","2","1","2","1","1","","1","2","2","1","2","1","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",1014
"04","04E11865","06","03","03","14","60","","","","","","","","","03","00","38","17","","","","","","","","","","","2","2","1","2","1","2","01","2","1","2","2","2","2","2","2","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","1","0",1630
"04","04E11919","03","02","14","38","","","","","","","","","","01","36","","","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","1","2","2","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1244
"04","04E11922","02","01","28","","","","","","","","","","","01","30","","","","","","","","","","","","","2","2","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1377
"04","04E11926","02","01","24","","","","","","","","","","","01","68","","","","","","","","","","","","","2","2","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1291
"04","04E12001","04","02","02","56","","","","","","","","","","02","32","67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1145
"04","04E12067","03","01","27","","","","","","","","","","","02","60","25","","","","","","","","","","","","1","1","1","2","1","1","","1","2","2","2","2","2","2","2","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",648
"04","04E12069","04","03","26","25","50","","","","","","","","","01","46","","","","","","","","","","","","","2","1","1","2","1","1","","1","2","2","2","2","2","2","2","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0",753
"04","04E12073","04","02","07","37","","","","","","","","","","02","09","29","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",1316
"04","04E12082","03","02","11","33","","","","","","","","","","01","32","","","","","","","","","","","","","2","2","1","2","1","2","01","2","2","2","2","2","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",1373
"04","04E12084","03","02","07","29","","","","","","","","","","01","21","","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0",1238
"04","04E12085","06","02","10","39","","","","","","","","","","04","38","16","15","09","","","","","","","","","","2","2","1","2","1","2","01","2","2","2","1","2","2","2","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0",1053
"04","04E12095","04","02","20","68","","","","","","","","","","02","65","15","","","","","","","","","","","","2","2","2","2","1","1","","1","2","2","2","2","2","2","2","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0",1216
"04","04E12118","03","01","18","","","","","","","","","","","02","46","70","","","","","","","","","","","","1","1","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0",1166
"04","04E12170","03","01","64","","","","","","","","","","","02","10","69","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","2","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0",1373
"04","04E12197","04","03","09","13","42","","","","","","","","","01","42","","","","","","","","","","","","","1","1","1","2","1","1","","2","2","2","2","2","2","2","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",1216
"04","04E12209","04","02","37","11","","","","","","","","","","02","40","20","","","","","","","","","","","","1","1","1","1","1","1","","2","1","1","1","2","2","2","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0",886
"04","04E12223","04","02","50","22","","","","","","","","","","02","21","47","","","","","","","","","","","","1","1","1","2","1","1","","2","1","2","2","2","2","2","2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0",585
"04","04E12229","04","02","22","53","","","","","","","","","","02","21","50","","","","","","","","","","","","2","1","2","2","1","1","","2","1","2","1","2","2","2","2","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0",585
"04","04E12306","04","02","04","37","","","","","","","","","","02","12","32","","","","","","","","","","","","2","2","1","2","1","2","01","2","2","2","1","2","2","2","2","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",1342
"04","04E12363","03","01","19","","","","","","","","","","","02","43","21","","","","","","","","","","","","1","1","1","1","1","1","","2","1","2","2","2","2","2","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0",1072
"04","04E12391","07","04","28","40","62","09","","","","","","","","03","41","34","61","","","","","","","","","","","1","1","1","1","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0",653
"04","04E12419","04","02","10","29","","","","","","","","","","02","05","29","","","","","","","","","","","","1","2","1","1","1","1","","2","2","2","2","2","2","2","2","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",1210
"04","04E12421","05","03","21","16","32","","","","","","","","","02","34","57","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","2","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",874
"04","04E12426","05","02","32","22","","","","","","","","","","03","41","21","19","","","","","","","","","","","2","2","1","2","1","2","01","","","","","","","","","","","","","","","","","","","","","","","","","","","",975
"04","04E12442","02","01","28","","","","","","","","","","","01","46","","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",1377
"04","04E12443","08","04","35","62","35","04","","","","","","","","04","61","27","09","39","","","","","","","","","","1","1","1","1","1","1","","1","1","1","2","2","2","2","2","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0",638
"04","04E12508","03","02","08","34","","","","","","","","","","01","26","","","","","","","","","","","","","2","2","1","2","1","1","","1","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1347
"04","04E12523","05","04","44","05","06","11","","","","","","","","01","35","","","","","","","","","","","","","2","2","1","2","1","2","01","2","2","2","2","2","2","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",1313
"04","04E12528","05","01","06","","","","","","","","","","","04","52","12","23","33","","","","","","","","","","2","2","1","2","1","2","01","2","2","2","1","2","2","2","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",1189
"04","04E12642","03","02","59","27","","","","","","","","","","01","54","","","","","","","","","","","","","2","2","1","2","1","2","01","","","","","","","","","","","","","","","","","","","","","","","","","","","",1373
"04","04E12678","05","01","10","","","","","","","","","","","04","75","03","06","31","","","","","","","","","","2","2","1","2","1","2","01","2","2","2","1","2","2","2","2","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0",2127
"04","04E12685","02","01","52","","","","","","","","","","","01","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1404
"04","04E12781","08","04","10","14","19","40","","","","","","","","04","09","21","02","40","","","","","","","","","","2","1","1","1","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",740
"04","04E12801","05","02","32","68","","","","","","","","","","03","40","58","26","","","","","","","","","","","2","2","2","2","1","2","01","","","","","","","","","","","","","","","","","","","","","","","","","","","",1014
"04","04E12819","01","01","77","","","","","","","","","","","00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1556
"04","04E12824","04","01","52","","","","","","","","","","","03","55","18","17","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0",968
"04","04E12845","03","03","28","28","28","","","","","","","","","00","","","","","","","","","","","","","","1","1","1","2","1","1","","2","2","2","2","2","1","1","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",463
"04","04E12860","04","03","13","14","41","","","","","","","","","01","32","","","","","","","","","","","","","1","2","2","1","1","1","","1","1","2","1","2","1","2","2","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",1101
"04","04E12971","05","01","32","","","","","","","","","","","04","10","02","32","01","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","1","2","2","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0",1120
"04","04E12972","03","01","01","","","","","","","","","","","02","45","29","","","","","","","","","","","","2","2","1","2","1","2","01","","","","","","","","","","","","","","","","","","","","","","","","","","","",1166
"04","04E12975","01","00","","","","","","","","","","","","01","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1556
"04","04E13064","06","02","01","30","","","","","","","","","","04","03","16","34","44","","","","","","","","","","2","1","1","2","1","1","","2","1","2","2","2","1","2","2","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",930
"04","04E13105","02","02","26","72","","","","","","","","","","00","","","","","","","","","","","","","","2","2","2","2","1","2","02","","","","","","","","","","","","","","","","","","","","","","","","","","","",1377
"04","04E13112","01","00","","","","","","","","","","","","01","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1556
"04","04E13135","04","02","16","28","","","","","","","","","","02","53","25","","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","2","2","1","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0",787
"04","04E13136","05","03","27","29","58","","","","","","","","","02","49","20","","","","","","","","","","","","2","1","1","2","1","1","","2","1","2","2","2","2","2","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",625
"04","04E13141","07","05","05","21","28","50","03","","","","","","","02","26","47","","","","","","","","","","","","2","2","1","2","1","1","","1","2","2","1","2","2","2","2","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",752
"04","04E13145","02","01","36","","","","","","","","","","","01","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1404
"04","04E13182","04","02","22","65","","","","","","","","","","02","23","52","","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","1","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0",803
"04","04E13202","03","02","03","17","","","","","","","","","","01","36","","","","","","","","","","","","","2","2","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2182
"04","04E13210","12","08","04","00","05","06","70","43","34","08","","","","04","37","65","32","18","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","2","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0",683
"04","04E13229","04","01","53","","","","","","","","","","","03","17","28","50","","","","","","","","","","","2","1","1","2","1","2","01","2","2","2","2","2","2","2","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",1846
"04","04E13236","04","03","26","52","17","","","","","","","","","01","50","","","","","","","","","","","","","1","2","1","2","1","1","","1","1","2","2","2","2","2","2","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0",753
"04","04E13261","03","01","45","","","","","","","","","","","02","22","62","","","","","","","","","","","","2","1","1","2","1","1","","1","2","2","2","2","2","2","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0",1166
"04","04E13267","02","02","21","24","","","","","","","","","","00","","","","","","","","","","","","","","2","1","1","2","1","1","","1","1","2","2","2","2","2","2","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",923
"04","04E13271","07","04","41","10","02","08","","","","","","","","03","14","21","36","","","","","","","","","","","2","2","1","2","1","1","","1","2","2","1","2","2","2","2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",891
"04","04E13304","04","03","45","25","18","","","","","","","","","01","45","","","","","","","","","","","","","1","2","1","2","1","1","","2","1","2","2","2","1","1","2","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0",753
"04","04E13306","02","01","70","","","","","","","","","","","01","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1404
"04","04E13324","04","03","47","21","20","","","","","","","","","01","37","","","","","","","","","","","","","2","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1342
"04","04E13333","03","02","09","33","","","","","","","","","","01","33","","","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","2","1","1","2","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",1373
"04","04E13338","04","01","54","","","","","","","","","","","03","19","17","40","","","","","","","","","","","2","1","1","2","1","1","","1","2","2","2","2","1","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",968
"04","04E13372","05","01","35","","","","","","","","","","","04","10","33","14","57","","","","","","","","","","2","2","1","2","1","1","","1","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",1098
"04","04E13402","02","01","28","","","","","","","","","","","01","28","","","","","","","","","","","","","2","2","1","2","1","2","01","","","","","","","","","","","","","","","","","","","","","","","","","","","",1186
"04","04E13414","04","02","16","40","","","","","","","","","","02","14","37","","","","","","","","","","","","2","2","1","2","1","1","","1","2","2","1","2","1","2","2","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",1032
"04","04E13415","03","02","04","35","","","","","","","","","","01","33","","","","","","","","","","","","","2","1","1","1","1","2","09","2","2","2","1","2","1","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0",2225
"04","04E13428","07","02","08","65","","","","","","","","","","05","32","09","12","63","27","","","","","","","","","2","2","2","1","1","2","06","2","2","2","1","2","2","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",984
"04","04E13446","02","00","","","","","","","","","","","","02","44","17","","","","","","","","","","","","1","2","2","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0",1291
"04","04E13460","02","01","08","","","","","","","","","","","01","31","","","","","","","","","","","","","1","2","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0",1520
"04","04E13464","03","02","12","50","","","","","","","","","","01","45","","","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","2","2","1","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0",1373
"04","04E13476","03","02","23","77","","","","","","","","","","01","77","","","","","","","","","","","","","2","2","2","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1166
"04","04E13481","01","00","","","","","","","","","","","","01","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1556
"04","04E13491","06","03","16","45","10","","","","","","","","","03","35","08","58","","","","","","","","","","","2","1","1","2","1","1","","1","2","2","1","2","2","2","2","0","0","0","1","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0",1006
"04","04E13525","02","00","","","","","","","","","","","","02","59","27","","","","","","","","","","","","2","1","1","1","1","1","","2","2","2","2","2","1","2","2","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",1004
"04","04E13530","04","02","20","54","","","","","","","","","","02","25","26","","","","","","","","","","","","1","1","1","1","1","1","","1","1","2","1","2","1","1","2","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",418
"04","04E13531","03","01","47","","","","","","","","","","","02","15","45","","","","","","","","","","","","2","1","2","2","1","1","","1","2","2","1","2","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",1244
"04","04E13534","05","03","23","45","25","","","","","","","","","02","25","43","","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","2","2","1","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0",518
"04","04E13542","07","03","27","45","28","","","","","","","","","04","12","24","44","03","","","","","","","","","","2","2","1","2","1","2","02","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0",1327
"04","04E13552","04","02","44","74","","","","","","","","","","02","35","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1145
"04","04E13554","03","01","25","","","","","","","","","","","02","02","24","","","","","","","","","","","","2","2","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",889
"04","04E13636","03","01","32","","","","","","","","","","","02","25","02","","","","","","","","","","","","2","2","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1166
"04","04E13643","05","03","48","23","21","","","","","","","","","02","18","44","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0",803
"04","04E13654","06","02","14","28","","","","","","","","","","04","13","20","25","51","","","","","","","","","","2","2","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",744
"04","04E13681","03","01","60","","","","","","","","","","","02","12","44","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1",1373
"04","04E13711","01","01","19","","","","","","","","","","","00","","","","","","","","","","","","","","1","1","1","1","1","1","","1","2","2","2","2","2","2","2","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",1112
"04","04E13731","04","03","05","07","54","","","","","","","","","01","37","","","","","","","","","","","","","1","1","1","2","1","1","","2","1","2","1","2","2","2","2","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0",1342
"04","04E13738","05","03","50","24","19","","","","","","","","","02","50","25","","","","","","","","","","","","1","2","2","2","2","1","","1","2","2","2","2","1","2","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",378
"04","04E13746","03","02","11","39","","","","","","","","","","01","71","","","","","","","","","","","","","2","1","1","1","1","1","","2","1","2","2","2","1","1","2","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0",1373
"04","04E13763","05","02","40","13","","","","","","","","","","03","67","37","04","","","","","","","","","","","2","1","1","1","1","1","","2","2","2","1","2","2","2","2","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0",1098
"04","04E13797","08","04","08","54","72","12","","","","","","","","04","55","11","32","25","","","","","","","","","","2","1","1","2","1","2","01","1","2","2","1","2","1","2","2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",691
"04","04E13805","04","03","50","30","25","","","","","","","","","01","56","","","","","","","","","","","","","1","1","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",1123
"04","04E13843","06","04","01","56","28","25","","","","","","","","02","18","50","","","","","","","","","","","","2","2","2","1","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",826
"04","04E13854","03","02","21","51","","","","","","","","","","01","23","","","","","","","","","","","","","2","1","1","1","1","1","","1","1","2","2","2","2","2","2","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0",833
"04","04E13855","05","02","57","25","","","","","","","","","","03","30","21","55","","","","","","","","","","","1","1","1","2","1","1","","2","1","2","2","2","1","2","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",529
"04","04E13868","03","01","55","","","","","","","","","","","02","21","47","","","","","","","","","","","","2","1","2","2","1","1","","1","1","2","2","2","1","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",907
"04","04E13907","04","02","05","44","","","","","","","","","","02","47","15","","","","","","","","","","","","1","1","1","1","1","1","","2","2","2","2","2","1","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0",1216
"04","04E13915","07","04","27","37","12","19","","","","","","","","03","35","02","75","","","","","","","","","","","2","2","1","1","1","1","","1","2","1","1","2","1","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1472
"04","04E13924","03","01","51","","","","","","","","","","","02","57","20","","","","","","","","","","","","1","1","1","2","1","1","","2","2","2","1","2","2","2","2","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",1166
"04","04E13940","04","02","56","22","","","","","","","","","","02","09","54","","","","","","","","","","","","2","2","2","2","2","2","01","2","2","2","1","2","1","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",1216
"04","04E13953","02","02","21","23","","","","","","","","","","00","","","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","2","2","0","0","1","0","1","0","0","1","1","0","1","0","1","0","0","0","1","0","0",923
"04","04E13999","05","03","18","21","56","","","","","","","","","02","46","16","","","","","","","","","","","","1","1","2","1","1","1","","2","2","2","2","2","2","2","2","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0",625
"04","04E16312","04","02","25","53","","","","","","","","","","02","24","48","","","","","","","","","","","","1","1","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",585
"04","04E16321","07","05","05","09","32","43","68","","","","","","","02","17","33","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","1","2","2","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0",909
"04","04E16322","03","02","06","51","","","","","","","","","","01","39","","","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","2","2","2","1","2","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",2225
"04","04E16326","04","02","17","44","","","","","","","","","","02","19","37","","","","","","","","","","","","2","2","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",1032
"04","04E16344","07","04","08","19","28","53","","","","","","","","03","03","25","50","","","","","","","","","","","2","1","2","2","1","1","","1","1","2","2","2","2","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0",464
"04","04E16353","05","02","11","40","","","","","","","","","","03","09","27","60","","","","","","","","","","","2","1","1","2","1","1","","1","1","2","2","2","1","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0",867
"04","04E16356","08","03","04","12","62","","","","","","","","","05","40","37","30","10","61","","","","","","","","","2","1","1","1","1","1","","2","2","2","2","2","2","2","2","1","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0",1566
"04","04E16360","03","01","60","","","","","","","","","","","02","60","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1269
"04","04E16364","04","03","14","18","46","","","","","","","","","01","49","","","","","","","","","","","","","2","1","1","1","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0",1032
"04","04E17481","01","00","","","","","","","","","","","","01","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1556
"04","04E17490","01","00","","","","","","","","","","","","01","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1556
"04","04E17501","02","01","75","","","","","","","","","","","01","73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1404
"04","04E17523","05","02","14","37","","","","","","","","","","03","34","19","10","","","","","","","","","","","2","2","2","2","1","2","01","2","2","2","1","2","2","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0",1077
"04","04E17525","03","02","20","50","","","","","","","","","","01","51","","","","","","","","","","","","","2","1","1","2","1","1","","1","1","2","2","2","2","2","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0",907
"04","04E17534","01","01","29","","","","","","","","","","","00","","","","","","","","","","","","","","2","2","2","2","1","2","01","","","","","","","","","","","","","","","","","","","","","","","","","","","",1112
"04","04E17550","03","02","35","16","","","","","","","","","","01","35","","","","","","","","","","","","","2","1","2","2","1","1","","1","2","2","1","2","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0",1244
"04","04E17553","03","02","50","58","","","","","","","","","","01","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1269
"04","04E17556","03","02","56","49","","","","","","","","","","01","85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1269
"04","04E17574","09","05","26","21","17","04","23","","","","","","","04","44","22","15","02","","","","","","","","","","2","1","1","2","1","1","","1","1","2","2","2","2","2","2","0","1","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0",942
"04","04E17575","08","03","50","08","28","","","","","","","","","05","32","50","28","06","01","","","","","","","","","2","2","1","2","1","1","","2","2","2","1","2","2","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0",587
"04","04E17578","03","02","22","50","","","","","","","","","","01","47","","","","","","","","","","","","","2","2","1","2","1","2","06","2","2","2","1","2","2","2","2","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0",907
"04","04E17747","03","02","00","36","","","","","","","","","","01","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1269
"04","04E17750","04","02","30","05","","","","","","","","","","02","01","25","","","","","","","","","","","","2","1","1","2","1","2","06","2","2","2","1","2","1","1","2","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",1342
"04","04E17752","05","02","38","15","","","","","","","","","","03","12","35","18","","","","","","","","","","","2","1","1","2","1","1","","1","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0",1009
"04","04E17780","03","02","22","52","","","","","","","","","","01","50","","","","","","","","","","","","","2","1","1","2","1","1","","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",907
